지점 번호,지점명,날짜,평균 기온(°C),최저 기온(°C),최고 기온(°C),10분 최다강수량(mm),1시간 최다강수(mm),강수 계속시간(hr),일강수량(mm),최대 순간풍속(m/s),최대 순간 풍속 풍향(16방위),최대 풍속(m/s),최대 풍속 풍향(16방위),평균 풍속(m/s),풍정합(100m),최다 풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최저 해면기압(hPa),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다 일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심적설(cm),합계 3시간 신적설(cm),평균 전운량(10분위),평균 중하층운량(10분위),평균 지면온도(°C),최저 초상온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),일기현상,안개 계속 시간(hr)
108,서울,2015-05-03,18.3,17.1,19.6,0.5,2.0,11.0,3.5,7.8,50.0,4.2,50.0,2.1,1788.0,50.0,16.6,82.0,90.4,18.9,997.2,1009.8,1005.0,1007.2,13.8,0.3,0.61,5.26,,,,8.9,5.6,19.7,15.0,19.4,19.3,19.2,17.9,17.2,14.6,13.4,12.0,13.5,0.3,0.6,1.0,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-1530. -{비}-{비}{강도0}0300-{비}{강도0}0600-0630. {비}0850-{비}{강도0}0900-1020. {비}1250-{비}{강도0}1500-1550. {박무}2020-{박무}{강도0}2100-{박무}{강도0}2400-,
108,서울,2015-05-04,16.1,12.5,20.1,,,,,14.3,360.0,7.9,290.0,4.2,3627.0,270.0,1.6,13.0,45.9,7.9,998.9,1012.7,1006.3,1008.9,13.8,12.4,2.99,24.18,,,,1.6,1.4,21.2,10.0,,18.9,18.6,17.3,17.1,15.0,13.8,12.1,13.6,5.1,6.1,,-{박무}-{박무}{강도0}0300-{박무}{강도2}0600-0810.,
108,서울,2015-05-05,14.2,8.3,19.9,,,,,10.4,230.0,6.4,230.0,3.4,2900.0,250.0,-1.1,16.0,37.9,5.8,1001.3,1013.0,1009.4,1011.5,13.9,12.9,3.11,25.05,,,,0.1,0.0,20.6,3.1,18.7,18.0,17.9,16.9,16.9,15.2,14.0,12.2,13.6,4.6,5.7,,,
108,서울,2015-05-06,15.4,9.8,22.0,,,,,7.2,250.0,5.2,230.0,2.4,2107.0,230.0,-0.5,16.0,36.3,5.9,1001.6,1013.4,1010.1,1011.7,13.9,6.6,2.38,16.16,,,,6.8,0.0,18.5,5.8,17.9,17.8,17.7,16.7,16.7,15.2,14.2,12.1,13.5,4.1,4.8,,,
108,서울,2015-05-07,16.5,10.6,24.0,,,,,11.0,290.0,8.0,270.0,2.6,2222.0,50.0,-0.3,15.0,35.6,6.2,1002.3,1014.2,1010.6,1012.3,13.9,9.2,2.76,18.9,,,,6.0,0.8,22.4,5.7,19.8,18.7,18.1,16.9,16.6,15.3,14.4,12.2,13.6,3.4,5.0,,,
108,서울,2015-05-08,16.7,11.7,22.7,,,,,8.2,250.0,5.7,250.0,2.5,2148.0,250.0,9.5,43.0,64.3,11.9,1002.8,1014.8,1011.1,1012.9,14.0,3.9,1.86,14.53,,,,8.6,6.8,21.8,9.9,20.0,18.8,18.4,17.1,16.6,15.3,14.5,12.3,13.5,2.5,3.0,,{박무}0210-{박무}{강도0}0300-{박무}{강도0}0600-0810. {연무}0805-{연무}{강도0}0900-1135. {연무}1530-{연무}{강도0}1800-{연무}{강도0}2100-2140.,
108,서울,2015-05-09,17.6,12.6,24.0,,,,,8.5,290.0,5.3,270.0,3.0,2577.0,270.0,8.2,33.0,55.0,10.9,1002.7,1014.9,1010.1,1012.7,14.0,10.6,2.8,21.61,,,,4.6,1.6,25.1,8.9,22.2,20.5,19.5,17.6,16.9,15.4,14.6,12.3,13.5,4.0,6.0,,{햇무리}1745-1805.,
108,서울,2015-05-10,19.1,13.5,25.9,,,,,7.8,230.0,4.8,250.0,2.3,1985.0,270.0,4.0,16.0,39.6,8.2,1006.7,1018.7,1014.7,1016.7,14.0,11.9,2.98,23.43,,,,2.6,1.4,25.9,9.8,23.3,21.9,20.7,18.6,17.2,15.5,14.7,12.4,13.5,4.6,5.7,,,
108,서울,2015-05-11,18.4,14.4,24.1,3.0,6.5,7.75,14.0,12.4,90.0,6.0,110.0,3.0,2629.0,90.0,10.3,33.0,62.1,12.8,999.2,1018.8,997.2,1009.2,14.1,3.8,2.09,13.34,,,,8.0,4.6,23.3,9.5,20.9,20.3,20.2,18.8,17.6,15.7,14.8,12.4,13.5,1.5,1.8,23.5,{비}1545-1720. {비}1750-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1850-{박무}{강도0}2100-{박무}{강도0}2400-,
108,서울,2015-05-12,13.3,10.3,17.5,1.0,4.0,7.25,9.5,17.2,230.0,11.1,230.0,6.4,5505.0,230.0,8.8,49.0,75.9,11.4,989.6,1003.0,996.8,999.6,14.1,4.7,2.48,12.77,,,,7.4,6.1,16.7,10.3,17.3,17.6,18.0,17.5,17.4,15.9,14.9,12.4,13.5,2.1,2.8,0.0,-{박무}-{박무}{강도0}0300-0555. -{비}-{비}{강도0}0300-0540. {비}1655-1710. {비}1725-1740. {비}1805-1910. {천둥}{강도0}(NE)1830.,
108,서울,2015-05-13,17.4,11.8,21.4,0.0,0.0,0.33,0.0,15.7,230.0,10.0,230.0,5.3,4546.0,230.0,8.6,44.0,56.9,11.3,993.6,1008.0,1000.0,1003.5,14.1,12.4,2.91,23.36,,,,1.8,1.0,19.3,9.6,19.1,18.0,17.7,16.8,17.1,16.0,15.1,12.6,13.6,3.7,5.3,,{비}0345-0405.,
108,서울,2015-05-14,20.4,15.3,26.6,,,,,11.2,230.0,6.5,250.0,3.3,2820.0,230.0,13.0,44.0,63.8,15.3,996.7,1008.3,1004.6,1006.6,14.2,8.7,2.68,19.15,,,,4.8,2.5,22.7,12.4,21.1,19.7,19.0,17.6,17.4,16.1,15.2,12.6,13.5,2.7,4.5,,{박무}1930-{박무}{강도0}2100-{박무}{강도0}2400-,
108,서울,2015-05-15,19.1,16.3,23.7,,,,,8.5,270.0,4.6,270.0,2.7,2295.0,270.0,13.4,46.0,71.0,15.5,998.7,1010.8,1007.1,1008.6,14.2,3.6,1.42,10.61,,,,6.3,4.9,19.8,13.7,20.3,20.0,19.7,18.4,18.1,16.2,15.2,12.6,13.5,2.1,2.6,,-{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도1}0900-1140. {연무}1130-{연무}{강도0}1200-{연무}{강도0}1500-1625.,
108,서울,2015-05-16,18.0,11.6,25.2,,,,,11.3,250.0,6.5,230.0,3.0,2633.0,250.0,3.5,16.0,41.3,8.0,1000.1,1011.7,1007.9,1010.1,14.2,13.3,3.11,25.62,,,,0.4,0.0,23.0,5.0,21.0,19.9,19.4,18.1,18.2,16.5,15.4,12.8,13.6,4.1,6.1,,,
108,서울,2015-05-17,18.6,11.7,25.2,,,,,8.3,270.0,5.1,270.0,2.2,1870.0,290.0,2.4,12.0,40.4,7.7,1000.5,1012.9,1008.1,1010.5,14.2,13.0,2.54,21.24,,,,4.8,0.0,22.6,6.1,21.1,20.0,19.7,18.5,18.3,16.6,15.5,12.8,13.5,4.8,6.0,,{연무}0020-0220. {박무}0210-{박무}{강도0}0300-{박무}{강도0}0600-0710. {연무}0705-0820. {햇무리}0920-0955. {햇무리}1115-1245. {햇무리}1255-1555.,
108,서울,2015-05-18,17.7,13.7,22.2,,,,,11.1,290.0,7.6,230.0,3.2,2769.0,50.0,7.5,30.0,53.9,10.9,994.9,1008.2,1001.8,1004.9,14.3,2.8,1.79,13.57,,,,8.4,4.1,20.1,9.5,19.5,19.3,19.3,18.4,18.2,16.7,15.6,12.8,13.5,2.3,3.2,0.0,{햇무리}1140-1220. {햇무리}1250-1335. {햇무리}1515-1550. {박무}2135-2210.,
108,서울,2015-05-19,14.8,13.0,16.2,0.5,0.5,8.5,1.0,8.0,230.0,5.9,250.0,3.6,3121.0,230.0,12.9,82.0,88.9,14.9,996.0,1007.6,1004.3,1006.1,14.3,0.2,0.43,3.31,,,,9.4,8.1,16.7,11.6,17.3,17.7,18.3,17.8,18.1,16.7,15.8,12.9,13.5,0.1,0.2,1.0,{안개비}0115-{안개비}{강도0}0300-0540. {비}1130-1145. {비}1230-1240. {비}1325-1440. {비}1530-1755. {박무}0045-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도1}0900-{박무}{강도1}1200-{박무}{강도1}1500-{박무}{강도1}1800-{박무}{강도0}2100-{박무}{강도1}2400-,
108,서울,2015-05-20,16.3,10.6,21.9,,,,,9.8,320.0,5.6,270.0,3.1,2705.0,270.0,7.6,32.0,60.0,10.5,998.5,1011.9,1007.1,1008.6,14.3,12.9,3.07,24.87,,,,2.0,2.0,22.1,8.2,20.2,19.0,18.4,17.3,17.6,16.8,15.9,13.0,13.5,3.8,5.2,,-{박무}-{박무}{강도1}0300-{박무}{강도1}0600-0820.,
108,서울,2015-05-21,18.7,12.6,26.0,,,,,10.3,230.0,7.2,230.0,3.7,3198.0,230.0,7.1,23.0,50.1,10.2,1003.2,1014.7,1011.7,1013.2,14.3,12.4,3.01,24.6,,,,2.5,0.0,25.0,7.8,22.8,21.0,20.0,18.4,18.0,16.8,16.0,13.1,13.6,5.1,6.2,,,
108,서울,2015-05-22,20.0,13.7,27.2,,,,,10.3,290.0,6.7,230.0,2.9,2485.0,270.0,6.8,23.0,45.3,9.9,1003.6,1015.2,1011.5,1013.5,14.4,12.9,2.96,24.5,,,,2.9,0.0,26.6,9.3,23.9,22.2,21.2,19.3,18.4,16.9,16.1,13.2,13.6,5.4,6.5,,,
108,서울,2015-05-23,20.6,13.6,28.3,,,,,8.4,250.0,6.1,250.0,2.5,2127.0,250.0,4.4,16.0,38.5,8.5,1001.0,1013.4,1008.3,1010.9,14.4,12.3,3.02,23.67,,,,1.9,0.1,26.2,9.2,23.8,22.8,21.9,20.0,18.7,17.0,16.1,13.2,13.5,5.0,6.4,,,
108,서울,2015-05-24,21.0,14.0,28.5,,,,,8.0,270.0,5.4,250.0,2.4,2034.0,270.0,4.8,16.0,37.3,8.6,998.5,1010.2,1006.2,1008.3,14.4,13.5,3.03,25.64,,,,0.0,0.0,28.9,8.4,25.4,23.6,22.5,20.5,19.1,17.3,16.3,13.3,13.6,4.6,6.0,,,
108,서울,2015-05-25,20.8,14.4,28.7,,,,,8.5,250.0,5.6,230.0,2.7,2309.0,250.0,9.9,26.0,53.1,12.2,998.9,1010.4,1007.2,1008.8,14.4,13.4,2.96,24.39,,,,0.0,0.0,29.1,9.8,25.9,24.2,23.0,21.0,19.4,17.4,16.4,13.4,13.6,5.3,6.4,,{박무}0320-{박무}{강도0}0600-0630.,
108,서울,2015-05-26,21.5,14.1,30.3,,,,,8.7,270.0,6.3,270.0,2.7,2335.0,270.0,8.5,17.0,48.9,11.3,1001.4,1013.0,1009.5,1011.3,14.5,13.4,3.01,25.46,,,,0.1,0.0,29.8,9.9,26.3,24.6,23.5,21.5,19.8,17.5,16.5,13.4,13.6,4.3,6.8,,{박무}0420-{박무}{강도0}0600-0640. {연무}0630-0730.,
108,서울,2015-05-27,23.2,14.4,31.5,,,,,7.5,250.0,4.7,270.0,2.0,1730.0,270.0,3.5,13.0,32.9,8.1,1000.0,1012.1,1007.5,1009.8,14.5,13.5,3.07,25.76,,,,2.0,0.0,31.0,8.7,26.8,25.0,23.9,21.9,20.1,17.9,16.7,13.4,13.7,6.0,7.3,,,
108,서울,2015-05-28,24.3,16.7,32.2,,,,,9.0,290.0,6.6,270.0,2.2,1909.0,270.0,3.4,15.0,27.1,7.8,998.7,1009.7,1006.8,1008.4,14.5,12.3,2.87,23.3,,,,2.8,0.1,30.6,11.5,27.5,25.7,24.5,22.4,20.4,18.1,16.9,13.5,13.6,5.5,6.7,,,
108,서울,2015-05-29,23.8,18.5,29.8,,,,,8.4,340.0,5.5,290.0,2.5,2127.0,270.0,7.5,22.0,36.8,10.5,997.2,1009.1,1005.1,1007.0,14.5,8.1,2.59,18.44,,,,7.3,2.4,30.4,14.0,26.7,25.3,24.5,22.6,20.8,18.4,17.1,13.5,13.7,4.5,5.4,0.2,,
108,서울,2015-05-30,19.8,17.0,23.2,0.1,0.2,9.92,0.4,7.7,270.0,4.8,270.0,2.9,2467.0,270.0,14.2,50.0,71.0,16.3,995.3,1006.2,1003.3,1005.2,14.5,4.0,1.53,9.2,,,,6.1,3.5,21.3,13.7,22.3,22.8,23.1,22.0,20.9,18.6,17.2,13.5,13.6,2.1,2.7,0.2,{비}0350-{비}{강도0}0600-0820. {비}0925-{비}{강도0}1200-1450. {박무}1315-{박무}{강도0}1500-1530. {박무}2310-{박무}{강도0}2400-,
108,서울,2015-05-31,22.1,15.3,30.4,,,,,8.1,290.0,5.5,270.0,2.2,1936.0,250.0,10.1,18.0,52.8,12.7,998.0,1009.6,1006.0,1007.9,14.6,12.5,2.89,23.66,,,,3.0,1.3,29.7,12.8,26.0,24.1,23.1,21.4,20.6,18.8,17.3,13.6,13.7,5.9,6.3,,-{박무}{강도1}0300-{박무}{강도1}0600-0840. {연무}0830-{연무}{강도0}0900-1030.,
108,서울,2015-06-01,21.7,15.8,28.5,,,,,10.4,200.0,6.8,230.0,2.6,2218.0,270.0,8.2,22.0,44.6,11.0,1000.0,1010.9,1008.5,1009.9,14.6,12.0,2.38,20.01,,,,5.6,0.8,26.9,10.1,25.5,24.2,23.6,22.0,20.9,18.9,17.5,13.7,13.7,4.9,5.6,,,
108,서울,2015-06-02,23.1,18.1,29.8,,,,,10.3,270.0,6.3,250.0,2.7,2317.0,270.0,10.3,25.0,46.9,12.6,997.9,1010.8,1005.0,1007.7,14.6,12.5,2.71,21.87,,,,7.8,0.4,29.9,14.8,26.7,25.2,24.1,22.2,21.0,19.1,17.6,13.8,13.7,5.0,6.6,,,
108,서울,2015-06-03,23.3,17.1,29.4,,,,,14.4,20.0,7.5,290.0,3.8,3287.0,290.0,4.2,13.0,33.3,8.6,997.4,1010.2,1004.8,1007.2,14.6,13.2,3.16,26.58,,,,2.6,0.0,31.6,15.4,27.2,25.5,24.5,22.6,,19.1,17.8,13.8,13.6,7.3,8.5,,,
108,서울,2015-06-04,24.2,17.1,31.5,,,,,10.8,230.0,6.6,250.0,2.6,2230.0,270.0,4.3,15.0,28.9,8.3,999.4,1011.2,1007.5,1009.1,14.6,9.9,,,,,,4.6,3.8,32.0,11.4,28.6,26.1,25.0,23.0,,19.3,18.0,13.9,13.7,5.5,6.4,0.5,,
108,서울,2015-06-05,19.1,17.5,22.0,0.5,0.5,10.17,1.0,9.9,200.0,5.0,230.0,1.7,1509.0,160.0,10.4,27.0,58.8,12.8,996.8,1008.3,1005.1,1006.7,14.6,0.3,1.33,5.94,,,,9.3,6.9,19.6,14.0,20.5,22.4,23.2,22.5,22.1,19.4,18.1,13.9,13.6,0.5,1.2,0.5,{비}0340-0345. {비}0355-{비}{강도0}0600-{비}{강도0}0900-1155. {비}1235-1440.,
108,서울,2015-06-06,22.4,16.4,28.9,,,,,7.7,230.0,5.2,230.0,2.3,2011.0,50.0,10.9,29.0,50.4,13.0,1001.9,1014.7,1008.3,1011.8,14.7,11.0,2.91,23.09,,,,3.5,1.5,29.8,14.9,26.5,24.1,23.0,21.5,21.1,19.6,18.3,14.0,13.7,3.3,6.2,,,
108,서울,2015-06-07,23.4,18.7,31.5,,,,,10.0,290.0,7.6,270.0,2.3,2019.0,270.0,10.5,24.0,46.8,12.8,1003.1,1015.5,1010.3,1012.9,14.7,8.2,2.83,20.45,,,,3.4,0.0,30.2,15.7,27.5,25.6,24.4,22.6,22.0,19.6,18.4,14.1,13.7,4.9,6.4,,{햇무리}1010-1130.,
108,서울,2015-06-08,22.4,18.2,27.8,,,,,9.5,270.0,5.5,290.0,2.3,1959.0,270.0,12.5,33.0,54.9,14.6,997.5,1011.9,1004.5,1007.3,14.7,5.1,1.83,14.74,,,,7.9,2.0,28.3,14.9,26.1,24.8,24.3,22.9,22.4,19.8,18.5,14.2,13.7,3.7,4.3,,,
108,서울,2015-06-09,22.2,18.8,28.1,,,,,9.0,230.0,6.1,250.0,2.9,2514.0,270.0,15.0,37.0,66.3,17.0,997.1,1009.5,1005.4,1007.0,14.7,10.6,2.88,19.71,,,,4.1,3.0,27.9,16.1,26.3,25.5,24.6,22.9,22.4,19.9,18.7,14.3,13.7,4.1,5.9,,{박무}2120-{박무}{강도0}2400-,
108,서울,2015-06-10,25.3,17.6,34.9,,,,,8.6,250.0,5.7,270.0,2.2,1928.0,290.0,13.9,19.0,54.3,16.0,997.5,1009.8,1004.3,1007.3,14.7,11.1,2.86,23.47,,,,2.6,0.0,33.9,13.1,30.1,26.8,25.5,23.4,22.8,20.1,18.9,14.4,13.8,5.5,7.0,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0720. {연무}0710-{연무}{강도0}0900-0930.,
108,서울,2015-06-11,24.6,20.7,30.2,4.5,5.5,5.38,7.5,10.4,140.0,5.4,140.0,2.8,2407.0,160.0,15.1,25.0,59.6,17.6,991.9,1007.2,999.1,1001.6,14.7,4.2,1.88,11.53,,,,7.3,4.1,27.9,16.2,26.9,26.0,25.5,24.0,23.7,20.3,19.0,14.4,13.8,3.6,4.1,8.0,{비}1405-1410. {비}1842-{비}{강도0}2100-{비}{강도1}2400- {박무}2315-{박무}{강도0}2400-,
108,서울,2015-06-12,23.6,19.4,29.9,0.4,0.5,2.53,0.5,12.5,320.0,7.8,250.0,3.8,3299.0,230.0,15.2,32.0,63.1,17.5,993.3,1006.6,999.8,1003.1,14.7,11.9,2.94,22.5,,,,5.8,4.9,27.5,18.0,26.8,25.7,25.0,23.5,23.2,20.5,19.1,14.5,13.8,3.5,5.3,0.5,-{비}-0050. {비}0155-0250. {비}2313-{비}{강도0}2400- -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0625. {연무}0950-{연무}{강도0}1200-1330.,
108,서울,2015-06-13,24.7,20.1,30.9,0.3,0.4,2.72,0.5,10.2,250.0,6.1,230.0,3.2,2794.0,230.0,16.6,42.0,61.9,19.1,994.9,1007.3,1002.8,1004.6,14.7,8.5,2.52,16.79,,,,7.1,5.3,26.8,17.5,26.0,25.3,24.8,23.5,23.4,20.6,19.2,14.5,13.8,2.7,4.4,15.5,-{비}-0010. {비}0037-0125. {비}0210-0230. {비}0550-0555. {비}0645-0655. {비}0720-0810. {연무}1220-{연무}{강도0}1500-1520. {소나기}1545-1555. {천둥}{강도0}(S)1630-{천둥}{강도0}(S{이동}SE)1645-1655. {소나기}1745-1755.,
108,서울,2015-06-14,22.8,17.8,27.7,6.0,15.0,2.65,15.5,12.4,270.0,7.3,290.0,2.7,2375.0,290.0,16.6,44.0,70.3,19.0,997.5,1008.5,1006.0,1007.3,14.7,8.5,2.71,19.52,,,,5.3,3.9,26.6,17.1,25.7,24.9,24.6,23.5,23.1,20.9,19.4,14.7,13.9,3.9,4.7,,{박무}0210-{박무}{강도0}0300-{박무}{강도0}0600-0740. {소나기}0511-{비}0555-{비}{강도0}0600-0750. {번개}{강도0}(W)0431-{뇌전}{강도0}(W 7~8)0436-{뇌전}{강도0}(W{이동}NW 5~6)0448-0450. {뇌전}{강도0}(W 5~6)0453-{뇌전}{강도1}(W 3~4)0515-{뇌전}{강도1}(W 1~2)0525-{뇌전}{강도1}(W{이동}Z 2)0532-{뇌전}{강도1}(Z 2{이동}E 2~3)0550-{뇌전}{강도1}(E 2~3)0600-{뇌전}{강도0}(E 4~5)0610-0620. {뇌전}{강도0}(NW 3~4)0508-{뇌전}{강도1}(NW{이동}N 3~4)0520-{뇌전}{강도0}(N{이동}NE 5~6)0538-{뇌전}{강도0}(NE 7~8)0600-0603. {뇌전}{강도0}(S 5~6)0521-{뇌전}{강도1}(S{이동}SE 3~4)0535-{번개}{강도0}(SE)0546-0555. {천둥}{강도0}(SW)0622-0630. {천둥}{강도0}(S)0646.,
108,서울,2015-06-15,24.2,19.6,30.6,,,,,9.3,270.0,6.0,270.0,2.2,1936.0,290.0,16.9,37.0,65.6,19.3,997.1,1008.6,1005.2,1006.8,14.8,9.2,2.34,18.62,,,,6.3,2.6,26.4,16.8,26.3,24.9,24.5,23.4,23.5,21.0,19.6,14.8,14.0,3.8,4.8,,,
108,서울,2015-06-16,25.0,20.0,30.9,,,,,8.0,270.0,5.4,270.0,2.4,2116.0,250.0,17.7,43.0,65.9,20.3,995.1,1006.5,1002.7,1004.8,14.8,9.8,2.7,21.08,,,,4.6,1.9,28.8,18.8,27.7,26.0,25.1,23.7,23.8,21.1,19.8,14.8,14.0,3.6,4.9,,{박무}0230-{박무}{강도0}0300-{박무}{강도0}0600-0840. {연무}0835-{연무}{강도0}0900-{연무}{강도0}1200-1240.,
108,서울,2015-06-17,23.4,20.2,30.8,6.0,10.5,2.18,9.5,10.3,230.0,6.7,250.0,2.6,2243.0,50.0,17.9,38.0,72.8,20.5,994.5,1005.8,1002.0,1004.2,14.8,7.1,2.58,15.34,,,,5.4,3.1,26.2,17.8,26.0,25.9,25.4,24.1,24.1,21.2,19.9,14.9,14.0,2.7,3.0,12.5,{천둥}{강도0}(SW)1403-{천둥}{강도0}(SW{이동}S)1444-{천둥}{강도0}(S)1500-1514. {소나기}1454-{소나기}{강도0}1500-1635. {소나기}2330-{소나기}{강도1}2400- {연무}1815-1940. {연무}2030-{연무}{강도0}2100-2325. {박무}2315-{박무}{강도0}2400-,
108,서울,2015-06-18,24.8,19.6,31.3,0.5,2.5,3.0,3.0,10.1,50.0,5.1,70.0,2.7,2291.0,70.0,15.5,32.0,59.4,17.7,995.9,1007.6,1003.4,1005.6,14.8,8.9,2.77,20.21,,,,7.1,6.5,25.7,17.9,26.1,25.2,24.8,23.7,23.6,21.3,20.0,15.0,14.1,3.6,5.9,0.0,-{소나기}-0135. {소나기}0220-{소나기}{강도0}0300-0330. {비}0815-0825. {소나기}1753-1758. -{박무}-{박무}{강도0}0300-0350.,
108,서울,2015-06-19,24.5,20.0,29.9,,,,,9.4,90.0,5.2,70.0,2.9,2491.0,70.0,15.3,39.0,57.8,17.4,998.2,1009.5,1006.3,1008.0,14.8,9.2,2.16,18.87,,,,5.8,5.1,25.6,19.3,25.9,25.2,24.9,23.8,24.0,21.5,20.1,15.0,14.1,4.0,4.6,,,
108,서울,2015-06-20,19.6,17.0,22.6,10.5,25.5,11.42,44.5,8.4,270.0,5.3,270.0,1.8,1582.0,50.0,18.0,73.0,91.0,20.6,999.1,1010.1,1008.0,1009.1,14.8,0.0,0.34,3.25,,,,7.5,5.4,20.5,14.0,21.1,22.1,23.0,22.9,24.0,21.5,20.2,15.1,14.0,0.1,0.2,44.5,{소나기}0925-{비}1130-{비}{강도1}1200-{비}{강도1}1500-{비}{강도0}1800-2050. {천둥}{강도0}(NW)0945-{뇌전}{강도0}(NW 3~4)0955-1015. {뇌전}{강도0}(E 6~7)1015-1035. {뇌전}{강도0}(W 1~2)1035-{뇌전}{강도1}(W{이동}Z 2)1040-{뇌전}{강도1}(Z{이동}E 1~2)1045-1105. {뇌전}{강도0}(SE 6~7)1120-1130. {천둥}{강도0}(SE)1210-1230. {천둥}{강도0}(S)1250-1310. {천둥}{강도0}(S)1345-1405. {박무}0425-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도1}1200-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-2330.,
108,서울,2015-06-21,22.4,15.6,29.6,,,,,7.9,270.0,5.1,270.0,2.0,1703.0,250.0,15.6,35.0,69.1,17.8,999.9,1011.5,1007.6,1009.7,14.8,12.8,3.01,23.21,,,,0.9,0.9,25.5,12.8,24.4,23.0,22.7,21.9,22.2,21.9,20.5,15.2,14.2,3.8,5.0,,{박무}0320-{박무}{강도0}0600-0730.,
108,서울,2015-06-22,24.0,19.4,29.1,,,,,9.1,270.0,5.6,270.0,2.4,2072.0,270.0,15.4,43.0,60.4,17.5,999.9,1011.1,1007.7,1009.7,14.8,11.3,2.71,21.88,,,,3.8,2.5,26.5,15.7,25.7,24.4,23.9,22.9,23.2,21.6,20.5,15.3,14.2,2.4,5.2,,,
108,서울,2015-06-23,24.7,19.7,31.0,,,,,7.9,270.0,5.0,250.0,2.3,1973.0,270.0,17.0,38.0,64.1,19.3,1000.6,1012.2,1008.5,1010.4,14.8,11.7,2.6,20.76,,,,2.9,1.4,27.4,17.5,26.5,25.2,24.7,23.4,23.8,21.6,20.6,15.3,14.2,4.4,5.2,,{박무}0320-{박무}{강도0}0600-0710.,
108,서울,2015-06-24,25.7,21.1,30.6,,,,,9.2,250.0,5.7,270.0,2.5,2162.0,270.0,16.5,39.0,58.3,18.9,998.6,1010.3,1006.1,1008.3,14.8,8.6,2.36,18.02,,,,6.1,2.8,27.6,18.2,26.9,25.8,25.2,23.9,24.2,21.7,20.6,15.4,14.2,4.1,5.2,,{박무}0320-{박무}{강도0}0600-0715. {연무}1425-{연무}{강도0}1500-1610.,
108,서울,2015-06-25,24.8,21.0,29.1,0.5,1.1,6.33,2.0,6.3,90.0,3.6,140.0,2.1,1841.0,50.0,17.4,45.0,65.1,20.0,993.4,1007.2,999.6,1003.0,14.8,2.4,1.63,11.93,,,,8.9,5.3,27.3,18.2,26.5,25.4,25.1,24.0,24.3,21.8,20.7,15.4,14.2,2.0,2.2,14.5,{연무}0630-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-1510. {박무}2025-{박무}{강도0}2100-2120.  {비}1740-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-,
108,서울,2015-06-26,21.0,18.0,25.3,1.5,4.0,12.35,12.5,11.4,20.0,5.6,50.0,3.3,2851.0,50.0,16.2,51.0,75.8,18.4,988.4,1003.6,995.1,998.1,14.8,0.3,1.52,10.37,,,,9.6,7.4,22.6,17.3,22.7,23.1,23.5,23.1,23.7,21.9,20.7,15.4,14.1,2.2,2.7,0.0,-{비}-{비}{강도1}0300-{비}{강도0}0600-{비}{강도0}0900-0950. {비}1014-{비}{강도0}1200-1245. {박무}0110-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0940.,
108,서울,2015-06-27,25.2,19.2,31.1,,,,,8.6,70.0,4.5,50.0,2.2,1909.0,50.0,15.0,34.0,55.3,17.1,996.1,1008.0,1003.1,1005.8,14.8,12.6,3.14,26.17,,,,3.1,3.1,27.5,17.6,26.6,25.0,24.3,23.1,23.4,22.0,20.8,15.6,14.3,5.3,5.8,,,
108,서울,2015-06-28,25.4,21.0,31.1,,,,,8.9,250.0,6.1,230.0,2.6,2244.0,270.0,17.3,41.0,61.8,19.7,999.3,1010.1,1007.9,1009.0,14.8,13.0,2.76,23.32,,,,3.0,0.6,28.3,17.8,27.3,26.0,25.4,24.0,24.2,22.0,20.9,15.7,14.3,2.3,5.4,,,
108,서울,2015-06-29,25.7,21.2,30.6,0.0,0.0,0.63,0.0,8.1,320.0,5.4,250.0,2.8,2408.0,270.0,17.3,42.0,61.8,19.8,996.8,1010.0,1004.0,1006.4,14.8,11.4,2.82,22.5,,,,6.8,4.1,29.7,18.4,28.4,26.9,26.1,24.6,24.7,22.1,20.9,15.8,14.3,4.8,5.2,0.0,{비}2322-{비}{강도0}2400-,
