지점 번호,지점명,날짜,평균 기온(°C),최저 기온(°C),최저 기온 시각(hhmm),최고 기온(°C),최고 기온 시각(hhmm),10분 최다강수량(mm),10분 최다강수 시각(hhmm),1시간 최다강수(mm),1시간 최다강수 시각(hhmm),강수 계속시간(hr),일강수량(mm),최대 순간풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmm),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmm),평균 풍속(m/s),풍정합(100m),최다 풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),평균 상대습도 시각(hhmm),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmm),최저 해면기압(hPa),최저 해면기압 시각(hhmm),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다 일사 시각(hhmm),1시간 최다 일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmm),일 최심적설(cm),일 최심적설 시각(hhmm),합계 3시간 신적설(cm),평균 전운량(10분위),평균 중하층운량(10분위),평균 지면온도(°C),최저 초상온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),일기현상,안개 계속 시간(hr)
108,서울,2016-02-15,-5.8,-10.0,0707,-2.3,1612,N/A,N/A,N/A,N/A,1.72,0.0,10.9,340,1440,6.2,360,1344,4.0,3452,340,-15.5,29,1242,48.4,2.0,1010.4,1024.0,0906,1019.0,1628,1021.5,10.8,9.8,1200,2.22,14.52,N/A,N/A,N/A,N/A,N/A,1.5,1.5,-0.6,-10.3,-1.2,0.3,1.6,2.1,1.6,3.7,6.1,12.2,15.4,N/A,2.0,0.0,{눈}2027-{눈}{강도0}2100-2210.,N/A
108,서울,2016-02-16,-2.7,-6.7,0553,1.1,1703,N/A,N/A,N/A,N/A,4.92,0.8,11.4,320,1543,5.9,340,1642,2.7,2342,320,-8.3,52,1704,65.6,3.3,1007.7,1021.6,2344,1015.0,1414,1018.7,10.8,3.2,1100,1.04,5.58,1.2,1250,1.2,1250,1.2,3.8,3.3,-0.3,-10.3,-0.6,-0.1,1.0,1.4,1.7,3.7,6.0,12.2,15.3,N/A,0.8,0.8,{눈}0950-1115. {눈}1155-{눈}{강도0}1200-1340. {눈}1355-1440. {소낙눈}1540-1640.,N/A
108,서울,2016-02-17,0.0,-5.2,0540,5.4,1513,N/A,N/A,N/A,N/A,N/A,N/A,9.4,270,1419,5.7,270,1420,2.3,1947,320,-8.8,30,1443,53.9,3.2,1013.5,1025.7,0946,1021.6,0001,1024.4,10.9,10.0,1200,2.19,14.42,N/A,N/A,N/A,N/A,N/A,0.3,0.3,0.3,-9.8,-0.5,-0.2,0.8,1.2,1.7,3.8,5.9,12.1,15.3,N/A,2.0,N/A,N/A,N/A
108,서울,2016-02-18,3.5,-1.4,0640,7.8,1610,N/A,N/A,N/A,N/A,N/A,N/A,11.9,250,1442,7.6,250,1447,3.2,2791,270,-2.2,51,1403,66.4,5.3,1010.8,1025.1,0001,1019.1,1541,1021.5,10.9,5.9,1300,1.39,8.26,N/A,N/A,N/A,N/A,N/A,5.4,3.0,1.9,-5.7,1.0,0.0,0.8,1.1,1.8,3.8,5.9,12.1,15.2,N/A,1.3,N/A,N/A,N/A
108,서울,2016-02-19,2.3,0.1,0607,4.4,1519,N/A,N/A,N/A,N/A,N/A,N/A,8.0,290,0020,4.1,320,0011,1.7,1437,290,-6.3,28,1557,56.4,4.0,1016.2,1029.0,2218,1022.2,0001,1027.0,11.0,0.5,1000,0.86,5.1,N/A,N/A,N/A,N/A,N/A,6.8,4.1,1.1,-5.5,1.0,0.7,1.3,1.4,1.8,3.8,5.9,12.0,15.2,N/A,1.0,N/A,{박무}0120-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0955. {연무}0950-{연무}{강도0}1200-1230.,N/A
108,서울,2016-02-20,1.3,-2.5,2349,6.3,1407,N/A,N/A,N/A,N/A,N/A,N/A,10.9,320,1555,6.3,340,1541,2.9,2476,340,-12.1,23,2232,37.1,2.5,1013.2,1028.1,0001,1020.4,1452,1024.1,11.0,9.4,1200,2.01,13.13,N/A,N/A,N/A,N/A,N/A,1.9,0.1,2.6,-6.2,2.0,1.6,1.8,1.7,1.8,3.9,5.9,12.0,15.2,N/A,1.4,N/A,N/A,N/A
108,서울,2016-02-21,-0.6,-4.2,0704,4.4,1526,N/A,N/A,N/A,N/A,N/A,N/A,12.0,340,1245,6.1,320,1252,2.9,2471,320,-14.0,23,1007,36.4,2.1,1019.2,1033.6,2305,1026.0,0001,1030.2,11.0,10.0,1400,1.99,13.63,N/A,N/A,N/A,N/A,N/A,3.0,0.9,1.6,-7.5,0.4,0.8,1.7,1.8,2.0,3.9,5.9,11.9,15.1,N/A,2.7,N/A,{달무리}2040-2130.,N/A
108,서울,2016-02-22,1.1,-2.2,0446,4.2,1536,N/A,N/A,N/A,N/A,2.25,0.0,6.6,320,2207,4.0,320,2211,1.9,1626,270,-12.7,21,1307,36.6,2.5,1019.4,1033.8,0219,1028.0,1729,1030.3,11.1,0.0,1400,0.9,5.76,N/A,N/A,N/A,N/A,N/A,9.5,5.4,1.5,-4.7,0.8,0.9,1.6,1.7,2.1,3.9,5.8,11.8,15.1,N/A,1.2,0.9,{눈}2145-{싸락눈}2230-{눈}2315-{눈}{강도0}2400-,N/A
108,서울,2016-02-23,0.7,-4.5,2357,4.5,1444,N/A,N/A,N/A,N/A,2.5,0.9,11.6,290,1642,7.4,360,2204,3.2,2794,340,-8.1,25,1300,56.0,3.6,1019.0,1033.0,2229,1028.0,0653,1029.9,11.1,9.1,1200,2.3,14.55,0.3,0150,0.3,0150,0.3,4.3,2.5,3.5,-5.6,2.7,2.5,2.5,2.2,2.2,3.9,5.8,11.8,15.0,N/A,2.5,N/A,-{눈}-0230. {박무}0240-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1015. {연무}1005-1055.,N/A
108,서울,2016-02-24,-3.0,-6.8,0741,2.2,1429,N/A,N/A,N/A,N/A,N/A,N/A,8.9,340,1437,5.1,360,0022,2.9,2484,340,-14.3,23,1430,42.0,2.0,1022.4,1035.1,2337,1031.7,1533,1033.5,11.1,10.3,1200,2.24,15.48,N/A,N/A,N/A,N/A,N/A,0.3,0.3,1.6,-9.4,-0.1,1.0,2.1,2.3,2.7,4.0,5.9,11.7,15.0,N/A,2.2,N/A,N/A,N/A
108,서울,2016-02-25,-0.2,-5.8,0248,5.7,1606,N/A,N/A,N/A,N/A,N/A,N/A,13.5,250,1401,6.9,270,1404,2.7,2291,320,-9.7,30,1609,49.9,3.1,1021.7,1035.3,0859,1029.9,1628,1032.7,11.2,10.1,1200,1.53,11.24,N/A,N/A,N/A,N/A,N/A,2.4,2.4,1.2,-10.7,0.0,0.6,1.6,2.0,2.6,4.1,5.9,11.7,14.9,N/A,2.0,N/A,{연무}2330-{연무}{강도0}2400-,N/A
108,서울,2016-02-26,2.2,-3.2,0634,7.5,1502,N/A,N/A,N/A,N/A,0.5,0.0,7.5,230,1344,4.8,290,1618,2.2,1933,290,-10.8,16,1443,41.3,2.8,1017.3,1031.3,0016,1025.0,2250,1028.2,11.2,10.4,1200,2.27,15.23,N/A,N/A,N/A,N/A,N/A,3.0,2.5,3.4,-9.0,2.4,1.9,2.1,2.0,2.5,4.1,5.9,11.6,14.9,N/A,2.1,0.2,-{연무}-0020. {연무}2255-{연무}{강도0}2400- {비}2330-{비}{강도0}2400-,N/A
108,서울,2016-02-27,3.3,0.5,0732,8.1,1424,N/A,N/A,N/A,N/A,3.83,0.2,7.8,290,1522,4.6,320,1606,2.0,1744,320,-4.7,26,1533,57.6,4.4,1013.7,1026.0,2234,1022.5,0412,1024.5,11.3,6.3,1200,2.11,11.21,N/A,N/A,N/A,N/A,N/A,6.6,3.0,4.5,-3.7,4.0,3.6,3.4,3.0,3.0,4.2,5.9,11.6,14.9,N/A,1.9,N/A,-{연무}-0130. {박무}0125-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1015. {연무}1010-{연무}{강도0}1200-1440. -{비}-0035. {비}0105-{비}{강도0}0300-0420.,N/A
108,서울,2016-02-28,0.7,-2.6,2355,6.9,1133,N/A,N/A,N/A,N/A,4.0,4.1,9.3,70,1400,5.3,50,1408,2.1,1812,90,-5.7,31,1109,65.5,4.1,1011.3,1025.4,0001,1019.1,1403,1022.2,11.3,1.5,1000,1.11,4.76,5.0,1550,5.0,1550,5.0,6.1,2.8,1.4,-5.4,1.6,2.4,3.2,3.1,3.5,4.4,6.0,11.5,14.9,N/A,0.2,4.1,{눈}1350-{시정(미만)}{1km}{눈}1430-{눈}{강도1}1500-{시정(이상)}{1km}{눈}1530-1750. {박무}1830-{박무}{강도0}2100-2150.,N/A
108,서울,2016-02-29,-3.8,-5.9,2359,-1.1,1605,N/A,N/A,N/A,N/A,2.05,0.0,11.1,340,1327,6.1,340,1329,4.0,3434,320,-13.1,33,1730,48.6,2.3,1014.4,1029.0,2222,1023.0,0125,1025.5,11.3,8.6,1300,1.69,10.38,N/A,N/A,4.3,0001,N/A,2.5,2.5,0.4,-9.0,0.0,1.1,2.3,2.6,3.4,4.4,6.0,11.5,14.8,N/A,1.6,0.0,{눈}1014-1029. {눈}1037-{눈}{강도0}1200-1225.,N/A
108,서울,2016-03-01,-2.7,-7.5,0735,2.1,1535,N/A,N/A,N/A,N/A,N/A,N/A,8.8,250,1303,5.2,320,1619,2.5,2164,320,-12.8,27,0922,47.3,2.5,1017.2,1030.2,0938,1026.5,1729,1028.3,11.4,9.3,1200,2.37,14.8,N/A,N/A,N/A,N/A,N/A,1.5,1.5,0.8,-9.9,-0.6,0.5,1.7,2.1,3.0,4.5,6.0,11.4,14.7,N/A,2.1,N/A,N/A,N/A
108,서울,2016-03-02,3.1,-2.2,0033,8.1,1508,N/A,N/A,N/A,N/A,N/A,N/A,10.7,270,1539,7.1,270,1539,2.9,2479,270,-2.4,48,1501,67.9,5.2,1014.1,1027.6,0042,1022.4,1652,1024.9,11.4,5.4,1300,1.59,8.08,N/A,N/A,N/A,N/A,N/A,6.4,6.4,3.4,-5.1,2.4,1.8,2.1,2.1,3.0,4.6,6.1,11.4,14.7,N/A,1.6,N/A,N/A,N/A
108,서울,2016-03-03,8.1,4.4,0001,13.9,1551,N/A,N/A,N/A,N/A,N/A,N/A,6.4,180,1029,4.0,160,1110,1.9,1619,200,1.6,43,1558,65.1,6.9,1013.2,1025.5,0836,1021.8,1631,1023.7,11.5,5.4,1300,1.76,10.26,N/A,N/A,N/A,N/A,N/A,5.6,5.6,7.2,0.5,6.7,5.2,4.3,3.4,3.5,4.5,6.1,11.3,14.7,N/A,1.8,N/A,{박무}2050-{박무}{강도0}2100-2112. {연무}2105-{연무}{강도0}2400-,N/A
108,서울,2016-03-04,13.2,6.4,0558,20.3,1525,N/A,N/A,N/A,N/A,1.03,0.1,7.2,200,2035,4.3,110,0616,2.7,2302,110,4.1,37,1129,55.3,8.4,1013.4,1025.1,2230,1021.8,1550,1023.7,11.5,9.8,1200,2.22,14.61,N/A,N/A,N/A,N/A,N/A,5.3,4.6,11.1,4.8,10.3,7.9,6.4,5.1,4.7,4.7,6.1,11.3,14.6,N/A,1.8,6.1,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-0740. {비}2220-2250. {비}2313-2335. {비}2350-{비}{강도0}2400-,N/A
108,서울,2016-03-05,11.3,9.1,2355,13.5,0001,N/A,N/A,N/A,N/A,10.87,40.0,11.6,320,1424,6.0,340,1430,2.6,2238,110,9.8,73,1145,91.3,12.1,1007.9,1024.5,0009,1013.9,1413,1018.2,11.5,0.0,0900,0.25,1.16,N/A,N/A,N/A,N/A,N/A,9.8,7.3,10.5,9.3,10.6,9.6,8.5,7.1,6.2,5.0,6.2,11.3,14.6,N/A,4.5,34.2,-{비}-0220. {비}0458-0525. {비}1150-{비}{강도0}1200-{비}{강도1}1500-{비}{강도0}1800-1955. {박무}0010-{박무}{강도0}0300-{박무}{강도0}0600-0630. {박무}1810-{박무}{강도0}2100-{박무}{강도2}2400- {천둥}{강도0}(SW)1355-{뇌전}{강도0}(SW 3~4)1413-{뇌전}{강도1}(SW{이동}Z 1)1417-{뇌전}{강도1}(Z{이동}NE 3~4)1428-{천둥}{강도1}(NE)1436-1450.,N/A
108,서울,2016-03-06,7.9,4.3,0718,12.9,1510,N/A,N/A,N/A,N/A,2.92,0.2,8.9,90,1224,5.6,340,1020,2.8,2426,320,-3.9,16,1450,51.0,5.0,1009.0,1021.0,1033,1017.2,0001,1019.5,11.6,8.8,1200,2.42,15.21,N/A,N/A,N/A,N/A,N/A,2.4,2.1,10.1,1.8,9.4,9.2,8.8,7.7,7.3,5.5,6.2,11.2,14.5,N/A,2.9,N/A,-{박무}-{시정(미만)}{1km}{안개}0020-{안개}{강도0}0300-{시정(이상)}{1km}{박무}0320-0530. {안개비}0035-{안개비}{강도1}0300-0330. {황사}0915-{황사}{강도0}1200-{황사}{강도0}1500-{황사}{강도0}1800-1850.,3.0
108,서울,2016-03-07,8.1,4.8,0125,12.2,1638,N/A,N/A,N/A,N/A,0.17,0.0,5.9,90,0852,3.6,110,0941,2.0,1690,110,-5.8,28,1613,36.9,4.0,1007.6,1020.1,0001,1016.1,1445,1018.0,11.6,0.8,1600,0.62,4.36,N/A,N/A,N/A,N/A,N/A,8.0,3.8,6.8,1.7,6.9,7.0,7.4,7.1,7.3,6.0,6.3,11.2,14.5,N/A,1.3,0.0,{비}1215-1225.,N/A
108,서울,2016-03-08,2.7,-1.4,2351,7.0,0001,N/A,N/A,N/A,N/A,N/A,N/A,9.4,340,2117,6.1,340,2117,3.1,2658,340,-10.0,19,1534,40.4,3.0,1012.3,1024.7,1010,1019.7,0001,1023.1,11.7,2.0,1300,1.57,8.54,N/A,N/A,N/A,N/A,N/A,8.5,1.8,5.1,-1.9,4.8,5.5,6.3,6.3,6.8,6.3,6.5,11.1,14.5,N/A,2.2,N/A,{황사}0140-{황사}{강도0}0300-{황사}{강도0}0600-0720. {햇무리}1330-1440.,N/A
108,서울,2016-03-09,0.3,-2.7,0649,5.3,1514,N/A,N/A,N/A,N/A,N/A,N/A,9.3,320,1538,5.7,340,1406,3.5,3044,340,-13.0,18,1431,37.5,2.3,1013.2,1026.4,2357,1021.7,1355,1024.1,11.7,9.9,1200,2.51,17.09,N/A,N/A,N/A,N/A,N/A,4.4,0.0,4.2,-3.9,3.4,4.3,5.2,5.3,6.1,6.4,6.8,11.0,14.4,N/A,3.3,N/A,N/A,N/A
108,서울,2016-03-10,-1.1,-4.3,0711,3.1,1501,N/A,N/A,N/A,N/A,N/A,N/A,11.1,340,1327,6.5,340,1314,3.2,2790,340,-14.4,20,1310,37.8,2.0,1015.6,1028.4,0859,1024.3,1703,1026.6,11.7,10.9,1200,2.59,18.12,N/A,N/A,N/A,N/A,N/A,1.3,0.3,3.6,-5.6,2.5,3.6,4.6,4.9,5.7,6.4,6.9,11.0,14.4,N/A,2.9,N/A,N/A,N/A
108,서울,2016-03-11,-0.5,-5.5,0631,4.6,1515,N/A,N/A,N/A,N/A,N/A,N/A,9.4,320,1800,5.5,340,1654,2.6,2224,320,-11.9,21,1432,43.8,2.5,1014.7,1027.2,0001,1023.7,1725,1025.6,11.8,11.2,1200,2.57,18.25,N/A,N/A,N/A,N/A,N/A,0.0,0.0,3.5,-8.9,2.5,3.3,4.2,4.4,5.3,6.4,7.0,11.0,14.4,N/A,2.3,N/A,N/A,N/A
108,서울,2016-03-12,2.0,-3.3,0607,6.4,1402,N/A,N/A,N/A,N/A,N/A,N/A,9.8,270,1602,5.6,250,1529,2.5,2200,270,-6.0,43,1552,55.6,4.0,1014.1,1026.0,0144,1023.3,1543,1024.9,11.8,5.8,1300,1.67,9.56,N/A,N/A,N/A,N/A,N/A,5.4,4.9,3.2,-8.1,2.9,3.3,4.0,4.2,5.0,6.3,7.1,10.9,14.3,N/A,1.6,0.1,N/A,N/A
108,서울,2016-03-13,3.7,1.9,0523,6.5,1625,N/A,N/A,N/A,N/A,2.0,0.1,6.2,270,0919,3.6,320,0923,1.6,1371,20,-1.7,54,1625,68.1,5.4,1013.6,1026.4,0900,1022.3,1608,1024.3,11.9,0.6,1500,0.98,6.18,N/A,N/A,N/A,N/A,N/A,7.8,5.8,4.4,-3.1,4.1,4.3,4.6,4.4,5.1,6.2,7.1,10.9,14.3,N/A,0.8,0.0,{비}0750-{비}{강도0}0900-0950. {박무}2150-{박무}{강도0}2400-,N/A
108,서울,2016-03-14,4.7,1.3,0655,9.6,1557,N/A,N/A,N/A,N/A,N/A,N/A,7.1,340,1131,4.9,340,1427,2.6,2286,320,-4.1,31,1454,57.0,4.6,1012.0,1024.0,0915,1021.0,1513,1022.7,11.9,9.2,1200,2.25,14.56,N/A,N/A,N/A,N/A,N/A,3.5,3.5,6.4,-0.2,5.4,5.3,5.2,4.8,5.2,6.2,7.2,10.9,14.3,N/A,2.5,N/A,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0955. {연무}0950-{연무}{강도0}1200-{연무}{강도0}1500-1510.,N/A
108,서울,2016-03-15,5.2,-1.0,0653,12.4,1457,N/A,N/A,N/A,N/A,N/A,N/A,7.2,270,1530,5.0,290,1533,2.2,1934,320,-7.4,16,1432,43.4,3.7,1012.8,1025.7,0801,1020.9,1501,1023.5,11.9,8.9,1200,2.45,16.25,N/A,N/A,N/A,N/A,N/A,3.8,0.0,6.6,-6.2,5.5,5.5,5.6,5.2,5.5,6.2,7.2,10.8,14.2,N/A,2.4,N/A,{햇무리}1440-1640.,N/A
108,서울,2016-03-16,7.5,2.7,0657,13.8,1350,N/A,N/A,N/A,N/A,N/A,N/A,7.8,340,1428,5.0,340,1602,2.0,1753,320,-5.0,19,1534,45.1,4.4,1011.5,1023.3,0050,1020.7,1413,1022.1,12.0,10.1,1200,2.31,16.66,N/A,N/A,N/A,N/A,N/A,2.4,0.0,9.7,-3.5,7.5,7.1,6.7,6.0,6.0,6.3,7.2,10.8,14.1,N/A,3.0,N/A,N/A,N/A
108,서울,2016-03-17,9.3,2.0,0700,14.7,1252,N/A,N/A,N/A,N/A,N/A,N/A,5.3,340,1331,3.2,320,1323,1.4,1250,70,-3.8,18,1115,40.9,4.8,1009.7,1023.4,0624,1017.1,2356,1020.1,12.0,6.4,1100,2.02,11.77,N/A,N/A,N/A,N/A,N/A,6.1,1.8,7.3,-4.6,6.8,6.7,6.8,6.3,6.4,6.4,7.3,10.8,14.1,N/A,2.2,N/A,{햇무리}1110-1150.,N/A
108,서울,2016-03-18,13.4,8.8,0103,20.1,1504,N/A,N/A,N/A,N/A,N/A,N/A,8.0,360,1925,5.0,360,2048,2.4,2071,110,2.8,32,1428,50.0,7.5,1002.0,1017.1,0001,1009.1,1641,1012.3,12.1,6.7,1300,2.25,13.54,N/A,N/A,N/A,N/A,N/A,4.4,1.6,13.7,3.6,11.3,9.5,8.3,7.2,6.9,6.6,7.3,10.8,14.0,N/A,2.4,N/A,{햇무리}1030-1310.,N/A
108,서울,2016-03-19,11.4,6.6,0644,18.1,1539,N/A,N/A,N/A,N/A,N/A,N/A,8.1,320,1703,4.8,340,0241,2.5,2168,320,2.9,33,1537,58.3,7.6,1004.2,1017.6,2349,1012.1,0031,1014.5,12.1,10.6,1200,2.43,16.37,N/A,N/A,N/A,N/A,N/A,0.0,0.0,13.2,2.8,11.4,10.4,9.5,8.4,7.8,6.8,7.4,10.7,14.0,N/A,3.0,N/A,{박무}0050-{박무}{강도0}0300-{박무}{강도0}0600-0825. {연무}0820-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-1550.,N/A
108,서울,2016-03-20,10.6,4.9,0700,17.5,1500,N/A,N/A,N/A,N/A,N/A,N/A,7.5,340,1600,4.6,320,1551,2.2,1867,320,0.9,29,1447,54.0,6.5,1009.9,1022.8,2237,1017.5,0001,1020.3,12.1,10.4,1300,2.42,17.03,N/A,N/A,N/A,N/A,N/A,0.5,0.5,13.5,-1.1,11.0,10.2,9.7,8.8,8.3,7.1,7.5,10.8,14.0,N/A,3.2,N/A,{박무}0320-{박무}{강도0}0600-0755. {연무}0750-{연무}{강도0}0900-0940.,N/A
108,서울,2016-03-21,9.9,5.5,0712,16.1,1343,N/A,N/A,N/A,N/A,N/A,N/A,8.6,320,1527,5.4,320,1711,2.2,1930,320,0.5,30,1338,54.1,6.4,1012.3,1025.0,0947,1021.3,1605,1022.8,12.2,10.8,1200,2.38,16.83,N/A,N/A,N/A,N/A,N/A,0.1,0.1,12.4,0.0,10.8,10.3,10.0,9.1,8.7,7.5,7.7,10.8,13.9,N/A,3.1,N/A,{연무}0630-{연무}{강도0}0900-1130.,N/A
108,서울,2016-03-22,8.0,3.5,0640,13.8,1406,N/A,N/A,N/A,N/A,N/A,N/A,8.8,360,1602,5.0,320,1542,2.5,2190,320,-1.2,20,1400,58.1,5.8,1008.7,1021.9,0001,1016.2,1647,1019.2,12.2,10.2,1200,2.24,15.38,N/A,N/A,N/A,N/A,N/A,3.9,0.0,11.2,-0.8,9.8,9.7,9.7,9.1,8.8,7.7,7.9,10.8,13.9,N/A,3.0,N/A,{박무}0155-{박무}{강도0}0300-{박무}{강도0}0600-0845. {연무}0835-{연무}{강도0}0900-{연무}{강도0}1200-1340. {햇무리}1030-1150. {햇무리}1230-1440. {연무}1930-{연무}{강도0}2100-{연무}{강도0}2400-,N/A
108,서울,2016-03-23,8.2,3.8,0712,13.8,1248,N/A,N/A,N/A,N/A,N/A,N/A,10.4,360,2025,5.9,340,1829,2.9,2469,340,-3.2,22,1404,49.6,5.0,1008.9,1022.7,2344,1017.4,1441,1019.4,12.3,10.4,1200,2.43,16.73,N/A,N/A,N/A,N/A,N/A,3.1,1.1,11.4,-1.3,10.1,10.0,9.8,9.2,9.0,8.0,8.0,10.8,13.9,N/A,3.3,N/A,-{연무}-0155. {박무}0150-{박무}{강도0}0300-{박무}{강도0}0600-0855. {연무}0850-{연무}{강도0}0900-{연무}{강도0}1200-1220.,N/A
108,서울,2016-03-24,7.2,1.6,0624,12.7,1512,N/A,N/A,N/A,N/A,N/A,N/A,8.1,320,1743,5.4,320,1750,2.4,2071,320,-7.3,20,1444,36.5,3.6,1013.8,1025.9,2215,1022.7,1557,1024.4,12.3,11.6,1200,2.52,18.91,N/A,N/A,N/A,N/A,N/A,0.4,0.1,11.9,-4.3,9.3,9.2,9.5,9.0,8.8,8.1,8.1,10.7,13.8,N/A,3.5,N/A,N/A,N/A
108,서울,2016-03-25,7.1,2.1,0655,12.6,1538,N/A,N/A,N/A,N/A,N/A,N/A,6.5,290,1220,4.4,250,1228,2.2,1902,320,-5.1,25,1533,43.9,4.2,1013.0,1025.7,0047,1021.8,1533,1023.6,12.4,10.7,1100,2.28,16.07,N/A,N/A,N/A,N/A,N/A,1.0,1.0,10.9,-3.0,8.6,9.0,9.3,8.9,8.7,8.2,8.3,10.7,13.7,N/A,2.9,N/A,N/A,N/A
108,서울,2016-03-26,6.5,2.1,0709,12.6,1338,N/A,N/A,N/A,N/A,N/A,N/A,8.1,340,1912,4.7,320,1627,2.2,1927,320,-3.0,25,1153,54.5,5.0,1010.8,1023.4,0001,1019.0,1550,1021.4,12.4,9.2,1200,2.51,15.3,N/A,N/A,N/A,N/A,N/A,0.5,0.5,10.5,-1.9,8.3,8.8,9.1,8.7,8.7,8.4,8.4,10.7,13.7,N/A,2.6,N/A,{박무}0530-{박무}{강도0}0600-0820.,N/A
108,서울,2016-03-27,7.2,2.2,0641,13.1,1257,N/A,N/A,N/A,N/A,N/A,N/A,11.3,340,1439,6.4,320,1446,2.6,2232,320,-2.3,20,1416,55.6,5.3,1009.7,1021.9,2359,1018.5,1537,1020.2,12.4,11.1,1200,2.3,17.19,N/A,N/A,N/A,N/A,N/A,0.0,0.0,11.8,-2.8,9.1,9.0,9.2,8.7,8.6,8.4,8.6,10.7,13.7,N/A,3.1,N/A,{박무}0430-{박무}{강도0}0600-0855. {연무}0850-{연무}{강도0}0900-0955.,N/A
108,서울,2016-03-28,9.8,2.3,0624,17.4,1534,N/A,N/A,N/A,N/A,N/A,N/A,6.9,270,1744,4.4,270,1744,2.0,1756,290,-2.7,18,1437,47.8,5.1,1010.6,1023.2,1014,1017.9,1417,1021.0,12.5,11.3,1200,2.44,17.82,N/A,N/A,N/A,N/A,N/A,0.3,0.0,13.5,-3.3,10.4,9.9,9.7,9.0,8.7,8.5,8.7,10.7,13.7,N/A,3.5,N/A,{박무}0430-{박무}{강도0}0600-0630.,N/A
108,서울,2016-03-29,11.3,7.6,0551,17.1,1317,N/A,N/A,N/A,N/A,1.17,0.1,12.7,290,1644,6.6,250,1439,3.2,2743,270,2.8,34,1149,57.8,7.6,1007.6,1020.9,0153,1014.9,1636,1017.9,12.5,5.9,1300,2.2,12.55,N/A,N/A,N/A,N/A,N/A,7.4,3.0,12.6,3.5,11.9,11.0,10.5,9.6,9.2,8.6,8.8,10.7,13.7,N/A,2.9,0.1,{연무}0120-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-2355. {박무}2345-{박무}{강도0}2400- {비}1745-{비}{강도0}1800-1855.,N/A
108,서울,2016-03-30,11.5,7.0,0451,18.3,1453,N/A,N/A,N/A,N/A,N/A,N/A,8.8,340,1554,4.9,290,1502,2.2,1943,320,-0.4,21,1435,49.9,6.2,1009.3,1020.8,0958,1018.3,1644,1019.7,12.5,10.5,1300,2.48,18.01,N/A,N/A,N/A,N/A,N/A,2.0,1.9,15.9,3.4,12.9,12.3,11.5,10.3,9.7,8.8,8.9,10.7,13.6,N/A,3.8,N/A,-{박무}-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-0915. {연무}0910-{연무}{강도0}1200-1415.,N/A
108,서울,2016-03-31,13.5,6.0,0548,21.4,1547,N/A,N/A,N/A,N/A,N/A,N/A,6.4,340,1833,4.0,320,1539,2.1,1801,90,-6.1,15,1143,27.0,3.9,1006.2,1020.2,0036,1014.1,1536,1016.5,12.6,9.8,1000,1.98,15.57,N/A,N/A,N/A,N/A,N/A,4.5,0.0,15.2,0.3,12.7,11.8,11.5,10.7,10.1,9.0,9.0,10.8,13.6,N/A,3.5,N/A,{햇무리}0945-1040. {햇무리}1145-1440.,N/A
108,서울,2016-04-01,15.3,7.3,0625,23.8,1333,N/A,N/A,N/A,N/A,N/A,N/A,8.1,340,1724,5.3,340,1728,2.0,1692,320,-4.7,15,1230,26.0,4.3,1005.0,1017.9,2342,1012.7,1535,1015.2,12.6,10.3,1200,2.63,18.16,N/A,N/A,N/A,N/A,N/A,3.0,0.4,16.7,0.6,14.3,13.0,12.2,11.1,10.3,9.2,9.1,10.8,13.5,3.0,4.5,N/A,N/A,N/A
108,서울,2016-04-02,15.0,9.6,0642,21.7,1503,N/A,N/A,N/A,N/A,N/A,N/A,9.8,290,1505,5.6,320,1605,2.3,1967,320,0.7,22,1249,40.8,6.7,1007.9,1019.8,2231,1016.3,1451,1018.1,12.7,9.0,1100,2.36,16.99,N/A,N/A,N/A,N/A,N/A,2.4,0.5,18.5,2.9,14.9,13.8,13.0,11.7,10.8,9.4,9.2,10.8,13.5,2.8,4.2,0.0,{연무}2040-{연무}{강도0}2100-{연무}{강도0}2400-,N/A
